Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,part_time_job,absence_days,weekly_self_study_hours
Music,Legal Secretary,3.609834691944629,1,1,0,0,5,0,1,3,4,4,3,4,0,0,0,0,0
Law,Nurse,2.985700008624972,9,1,2,1,8,1,2,2,0,0,4,4,1,0,0,0,0
Law,Web Developer,2.717337693683864,2,2,0,0,9,0,2,0,4,3,0,4,4,0,0,0,0
Medicine,Financial Analyst,4.791213181873584,2,1,4,0,8,1,2,0,0,4,4,1,2,1,0,0,0
Law,Counselor,3.0432876847712422,4,0,3,1,9,0,0,4,1,2,0,1,4,0,0,0,0
Business,Digital Marketing Specialist,2.557636952281628,4,2,2,0,8,1,3,2,3,1,3,2,1,0,0,0,0
Chemistry,Investment Banker,2.6113803636476978,4,2,4,0,8,1,2,4,1,3,4,1,2,1,0,0,0
Business,Graphic Designer,3.2538154380380324,6,0,4,1,2,1,3,3,2,0,0,0,4,0,0,0,0
Education,Astronomer,3.0322128144046485,8,2,4,1,7,0,1,3,2,2,4,2,1,0,0,0,0
Biology,Artist,4.064440721440304,5,1,4,1,5,0,2,1,1,1,1,4,1,1,0,0,0
Architecture,Construction Manager,4.939084811945073,1,1,2,0,9,0,0,4,2,0,3,0,4,1,0,0,0
Marketing,Social Media Manager,2.779918167717944,0,1,3,1,9,1,0,1,0,0,1,4,0,1,0,0,0
Architecture,Advertising Manager,4.513158354295588,0,0,0,1,0,0,0,2,2,3,2,0,1,1,0,0,0
Physics,School Counselor,4.393560921857317,9,2,0,1,2,1,0,1,3,3,3,4,1,1,0,0,0
Education,Zoologist,3.547220461272076,5,2,3,1,2,1,4,4,1,3,0,1,1,0,0,0,0
Physics,Special Education Teacher,3.879646495206264,8,0,4,0,5,0,0,3,1,1,3,0,2,1,0,0,0
Education,Physical Chemist,4.962935548147182,8,2,4,1,2,0,3,3,0,4,3,1,3,0,0,0,0
Psychology,Game Developer,3.2240391705880747,8,0,2,1,1,1,2,1,0,2,4,3,2,1,0,0,0
Chemistry,Actuary,4.391186312060068,5,0,3,1,5,1,1,4,1,0,4,2,2,1,0,0,0
Architecture,Clinical Psychologist,4.0455425788470105,2,1,0,1,2,1,2,2,0,4,4,4,3,1,0,0,0
Psychology,Entrepreneur,4.644960395735918,1,2,0,1,2,1,4,3,2,3,1,0,0,1,0,0,0
Education,Judge,3.390250247725971,9,0,3,0,3,1,0,4,2,2,0,0,2,0,0,0,0
Education,Marketing Manager,2.8879524348557792,8,2,0,0,5,0,4,2,4,2,1,2,4,0,0,0,0
Law,Nuclear Physicist,4.068649044447014,9,1,0,0,2,1,2,0,3,4,2,1,2,1,0,0,0
Physics,Risk Analyst,3.0503336407746025,9,1,4,1,4,1,4,4,3,4,1,1,1,0,0,0,0
Computer Science,Education Administrator,3.966108299695127,6,2,3,0,4,1,4,2,1,2,2,1,4,0,0,0,0
Business,AI Researcher,2.622439576238495,2,2,2,1,2,1,4,1,4,2,3,4,3,1,0,0,0
Psychology,Judge,3.727200147831153,6,0,4,1,8,0,4,1,1,1,3,2,3,1,0,0,0
Education,Credit Analyst,3.492401573529701,6,2,0,1,5,0,0,0,1,0,1,4,4,1,0,0,0
Law,Landscape Architect,2.838335611772988,3,2,3,1,8,1,0,4,0,4,2,1,0,1,0,0,0
Engineering,Teacher,2.633765147954446,4,1,2,0,8,0,1,0,1,0,2,2,0,0,0,0,0
Engineering,Acoustics Specialist,3.846773490224292,6,0,2,0,3,1,2,1,1,3,1,0,3,0,0,0,0
Architecture,Biologist,4.264606475216047,8,2,1,0,7,0,0,4,4,0,4,0,2,1,0,0,0
Chemistry,Teacher,4.575492786089532,0,2,2,0,2,1,4,1,1,1,0,3,3,0,0,0,0
Education,Urban Planner,2.886913430079602,5,2,0,0,7,0,2,0,0,4,1,2,1,0,0,0,0
Architecture,Composer,3.5021115063139563,1,0,4,1,7,1,2,3,2,4,3,2,4,1,0,0,0
Law,Judge,2.840392817964602,0,1,0,1,9,0,0,1,0,3,3,3,0,1,0,0,0
Medicine,Lawyer,3.5539377088510102,1,1,1,1,6,1,1,1,3,1,3,1,1,0,0,0,0
Physics,Legal Secretary,4.289637960270548,3,1,4,0,9,0,3,2,3,2,3,1,3,0,0,0,0
Music,Astronomer,4.862181577759176,9,2,2,0,9,0,2,1,4,4,0,4,0,1,0,0,0
Marketing,Astronomer,4.527033964425719,7,0,4,0,2,0,3,3,3,2,3,3,1,1,0,0,0
Finance,Manager,3.14121219846454,2,2,3,0,0,1,3,3,3,2,3,2,2,0,0,0,0
Chemistry,Game Developer,4.819083061720852,8,0,1,1,3,1,0,4,2,3,1,0,1,1,0,0,0
Psychology,Animator,4.849807125118193,5,1,0,0,2,1,3,1,1,3,4,0,1,0,0,0,0
Law,Biotechnologist,2.9911268256669645,0,1,2,0,5,1,4,3,1,1,3,4,2,0,0,0,0
Finance,Construction Manager,3.941290995050272,6,2,0,0,2,0,1,4,3,1,3,0,2,0,0,0,0
Music,Graphic Designer,2.720549768060533,7,2,0,1,4,1,4,0,3,3,0,0,1,0,0,0,0
Physics,Illustrator,3.2337825918060026,7,0,4,1,6,1,3,3,1,0,2,0,1,0,0,0,0
Art,Accountant,3.651336220847661,3,2,1,1,0,0,1,1,4,4,0,2,4,1,0,0,0
Computer Science,Psychologist,3.1890537496009737,9,0,1,0,0,0,0,4,0,1,3,2,0,0,0,0,0
Finance,Industrial-Organizational Psychologist,4.210593432203732,6,0,4,0,7,1,1,0,1,3,3,0,2,0,0,0,0
Chemistry,Risk Analyst,3.403874317773943,1,1,4,1,6,0,0,1,2,2,1,3,1,1,0,0,0
Music,Psychologist,3.6906842666953694,2,0,0,1,2,0,1,2,1,0,3,2,1,1,0,0,0
Chemistry,Musician,3.7225243495875135,8,0,1,0,7,1,4,3,0,0,1,4,1,0,0,0,0
Business,Forensic Psychologist,3.0824541407033115,6,2,3,0,7,0,2,3,0,3,0,3,2,1,0,0,0
Chemistry,Graphic Designer,3.712447530124298,5,0,0,1,9,1,2,0,4,3,2,3,0,0,0,0,0
Chemistry,Investment Banker,4.102836635835926,3,2,1,0,8,1,0,4,2,1,2,3,1,1,0,0,0
Finance,Inorganic Chemist,3.3644957545666263,4,2,3,0,3,0,3,1,3,1,2,0,1,0,0,0,0
Chemistry,Accountant,2.543696077107604,8,1,4,1,2,0,3,4,2,1,1,2,4,1,0,0,0
Law,Marketing Manager,2.708285890604285,3,0,1,0,7,1,1,3,0,4,1,1,0,1,0,0,0
Music,Graphic Designer,4.099349468686926,4,1,3,1,6,1,2,1,3,0,4,2,3,1,0,0,0
Law,Illustrator,3.0514907373882805,5,0,0,1,6,0,3,4,0,2,0,2,4,1,0,0,0
Music,Music Teacher,3.214209561827402,7,2,0,0,3,1,4,1,2,4,2,3,2,1,0,0,0
Business,Manager,3.6499786963850136,2,0,0,1,1,0,1,4,1,4,1,2,3,1,0,0,0
Finance,Aerospace Engineer,2.9688147934003064,7,1,3,0,6,0,1,3,2,2,2,1,0,1,0,0,0
Music,Accountant,3.5640725871934853,1,2,4,0,2,0,2,4,3,4,1,0,3,1,0,0,0
Engineering,Human Resources Specialist,2.8334473049664606,9,1,1,0,8,0,0,2,2,3,2,4,3,0,0,0,0
Physics,Music Teacher,3.142201682355686,8,2,3,1,7,0,3,3,1,1,4,0,3,0,0,0,0
Medicine,Judge,3.055111197136112,1,0,2,0,4,1,0,3,1,1,2,4,2,0,0,0,0
Music,Legal Consultant,3.765114182570618,1,2,0,1,5,0,4,1,4,3,4,2,4,0,0,0,0
Business,Biotechnologist,2.88041292641123,5,1,0,1,8,0,3,3,1,0,0,4,1,1,0,0,0
Business,Art Director,3.332412817179637,0,0,0,0,7,0,2,4,2,1,2,1,2,1,0,0,0
Medicine,Legal Consultant,4.562007057378517,8,2,1,0,2,0,4,4,4,4,0,3,2,0,0,0,0
Biology,Accountant,3.634131201561379,0,2,3,1,5,0,1,2,0,1,1,4,2,1,0,0,0
Biology,Cybersecurity Analyst,3.09783768651984,1,2,2,1,9,1,0,0,4,4,1,0,3,0,0,0,0
Education,Urban Planner,3.773235088949794,3,2,2,0,3,0,2,1,0,1,3,3,0,1,0,0,0
Engineering,Game Developer,2.5857472609668988,7,1,1,0,7,0,2,0,1,0,2,3,4,0,0,0,0
Marketing,Construction Manager,4.449890017384679,0,1,4,1,6,1,2,1,4,2,3,3,4,1,0,0,0
Architecture,Forensic Psychologist,3.683132045944591,7,0,2,0,4,1,2,4,2,4,0,1,0,1,0,0,0
Physics,Education Administrator,4.028990799323651,9,0,2,0,0,1,4,0,1,1,3,1,4,0,0,0,0
Music,Composer,3.444768848845915,8,1,0,1,2,1,0,2,1,1,1,3,0,1,0,0,0
Computer Science,Biomedical Engineer,4.2012704259674845,3,2,2,1,6,1,1,1,4,0,2,0,0,0,0,0,0
Physics,Legal Secretary,3.154546660328996,7,0,3,0,6,1,0,3,4,2,3,4,4,0,0,0,0
Business,Curriculum Developer,3.9507458217675726,3,2,4,1,6,0,3,4,3,3,4,4,3,1,0,0,0
Marketing,Counselor,3.327057909032373,1,0,4,1,5,0,4,0,4,4,0,1,3,0,0,0,0
Music,Biomedical Engineer,4.682186478548089,1,0,4,1,5,1,3,1,2,3,3,4,1,0,0,0,0
Law,Actuary,3.535153913521261,7,1,0,1,3,0,3,0,2,4,3,2,3,1,0,0,0
Chemistry,Marketing Manager,3.2240464196686194,8,0,4,1,3,0,2,1,4,0,3,2,0,1,0,0,0
Education,School Counselor,3.625151430601168,7,2,4,0,0,0,4,4,3,1,3,1,2,0,0,0,0
Business,Advertising Manager,3.636676222469341,8,0,4,0,6,0,1,2,1,1,0,1,1,0,0,0,0
Chemistry,Game Developer,3.9550525057512713,0,1,0,0,0,0,1,3,4,1,3,0,0,0,0,0,0
Music,Geneticist,4.4807442275666265,8,2,1,0,2,0,0,3,3,4,4,0,4,1,0,0,0
Medicine,Music Teacher,2.842450044514235,0,2,1,1,9,0,4,0,3,1,3,1,2,1,0,0,0
Music,Marketing Manager,3.4827641912748404,6,0,1,1,3,0,1,4,4,1,3,0,4,1,0,0,0
Medicine,Biomedical Engineer,3.3708632032486765,7,0,3,1,2,0,0,3,3,1,1,2,3,1,0,0,0
Business,Teacher,3.195368660654218,0,0,1,1,7,0,4,4,1,4,3,0,1,1,0,0,0
Psychology,Surgeon,3.578025641860288,3,2,3,0,5,1,1,0,0,0,2,0,2,0,0,0,0
Engineering,Web Developer,4.80528215495898,7,0,4,1,7,1,0,0,3,4,3,0,0,1,0,0,0
Chemistry,Composer,2.698172463147933,9,0,4,0,0,1,4,3,1,0,3,2,3,0,0,0,0
Architecture,Art Director,3.20531328605966,5,0,4,0,0,1,2,1,1,3,3,0,3,0,0,0,0
Engineering,Lawyer,4.890541065795954,4,2,2,0,5,1,2,2,2,4,2,1,4,0,0,0,0
Marketing,Physicist,3.709647268908875,9,1,0,0,5,1,4,0,4,0,0,3,1,1,0,0,0
Art,Education Administrator,3.967801390300023,7,0,1,1,1,0,0,1,4,1,2,4,0,1,0,0,0
Computer Science,Web Developer,4.605684632432819,7,1,0,1,5,1,4,4,3,1,3,1,3,1,0,0,0
Marketing,Organic Chemist,4.106389070090259,6,1,4,0,9,1,0,0,2,0,3,0,0,1,0,0,0
Art,Organic Chemist,4.393142511380939,7,2,0,0,4,1,4,3,3,4,0,3,2,1,0,0,0
Education,Microbiologist,4.060499771584867,4,0,0,1,7,1,1,4,2,0,2,3,2,1,0,0,0
Law,Art Therapist,4.830577143006845,9,1,0,0,1,0,2,3,2,3,3,2,1,1,0,0,0
Music,Music Therapist,3.281919528453923,0,2,1,1,4,0,4,4,3,0,0,0,2,1,0,0,0
Marketing,Artist,4.262605034118538,7,1,1,1,6,0,1,3,2,4,3,4,3,1,0,0,0
Medicine,Legal Consultant,3.434439601674524,5,0,0,1,5,0,3,1,0,4,0,1,4,0,0,0,0
Computer Science,Inorganic Chemist,4.597167379851155,2,2,1,0,3,0,1,3,4,2,3,1,0,1,0,0,0
Education,Analytical Chemist,2.5184750754797207,3,1,2,1,3,1,1,3,4,1,1,1,0,0,0,0,0
Architecture,Principal,4.698058877793484,5,0,0,0,9,1,1,0,3,3,1,0,0,1,0,0,0
Music,Manager,4.993411344666029,7,0,4,1,0,0,2,4,1,3,2,2,1,1,0,0,0
Law,Landscape Architect,3.954810483569686,3,0,0,0,7,1,2,2,0,4,2,3,0,0,0,0,0
Engineering,Accountant,4.230314178311708,9,1,4,1,4,0,4,1,1,0,2,2,4,1,0,0,0
Biology,Data Scientist,4.330965556836687,1,0,3,1,0,0,2,2,4,2,4,2,4,0,0,0,0
Chemistry,Art Director,4.328656419334849,7,2,2,0,8,0,3,2,1,0,2,2,2,1,0,0,0
Medicine,Urban Planner,4.581467454650042,4,0,4,1,2,1,3,3,2,3,4,1,3,0,0,0,0
Medicine,Curriculum Developer,3.580699128122529,8,0,0,1,6,0,4,3,1,2,1,4,3,0,0,0,0
Music,Biotechnologist,4.653839742899239,8,2,4,1,6,1,3,2,2,1,3,1,1,1,0,0,0
Finance,Conductor,2.9155145240463405,3,1,3,0,1,0,4,1,0,0,0,2,3,0,0,0,0
Architecture,Art Therapist,3.4038467267803263,3,2,0,0,2,0,0,3,2,2,0,4,2,0,0,0,0
Finance,Web Developer,3.83098266860709,7,0,3,1,1,0,0,4,1,3,2,1,0,0,0,0,0
Art,Social Media Manager,3.811413686449088,9,1,3,1,8,1,4,2,0,4,2,2,1,0,0,0,0
Art,Legal Analyst,4.286477246648239,5,1,4,0,7,1,2,0,2,2,2,4,0,1,0,0,0
Engineering,AI Researcher,2.611343855420204,6,0,2,0,2,0,3,1,1,2,0,1,0,0,0,0,0
Marketing,Chemical Engineer,3.389603151434617,8,0,4,0,0,1,2,2,1,1,4,3,0,1,0,0,0
Marketing,Quantum Physicist,4.475301781765426,7,1,2,1,8,1,4,1,1,3,0,2,2,1,0,0,0
Education,Physical Chemist,4.9902794127033285,5,1,3,0,7,1,4,1,0,2,3,4,1,0,0,0,0
Medicine,Social Media Manager,2.903834567693922,6,1,1,1,4,1,1,2,3,1,1,1,1,0,0,0,0
Biology,Chemical Engineer,4.056834780136004,1,0,4,0,1,1,3,2,3,3,1,2,3,1,0,0,0
Computer Science,Marketing Specialist,2.816845628742408,9,0,2,1,3,1,4,3,1,0,3,3,4,0,0,0,0
Physics,Civil Engineer,4.620368375477652,4,0,4,0,9,0,0,1,2,0,1,4,0,0,0,0,0
Physics,Pharmacist,3.670710489352176,9,2,4,1,6,0,4,0,1,2,0,2,3,0,0,0,0
Architecture,Physicist,4.221646321975978,7,1,2,0,4,0,3,0,2,4,1,4,3,1,0,0,0
Physics,Judge,4.237273881904268,6,2,1,1,9,0,1,0,2,1,4,0,2,1,0,0,0
Engineering,Forensic Psychologist,4.181124850513903,6,2,0,1,9,0,3,0,2,1,1,4,1,0,0,0,0
Engineering,Aerospace Engineer,3.646131799422344,6,0,2,0,6,1,2,2,2,0,2,2,1,0,0,0,0
Marketing,Graphic Designer,3.231249814975572,7,0,1,0,6,0,3,4,0,3,1,3,0,0,0,0,0
Music,Physical Chemist,3.852265506641101,8,2,3,1,1,0,0,1,4,3,4,2,4,1,0,0,0
Art,Conductor,4.536384320445176,0,2,3,0,1,0,3,4,4,0,4,4,2,0,0,0,0
Computer Science,Chemical Engineer,4.816697263284291,4,0,3,0,9,0,3,1,2,0,1,3,3,0,0,0,0
Chemistry,Brand Manager,4.106041495320536,1,1,1,1,7,1,0,3,2,0,3,3,3,1,0,0,0
Engineering,Industrial-Organizational Psychologist,4.93455705134388,6,2,0,0,2,0,3,1,2,1,2,0,1,1,0,0,0
Marketing,Civil Engineer,4.221998384650673,1,2,2,1,3,1,4,2,3,3,3,1,3,0,0,0,0
Education,Fluid Mechanics Engineer,4.907306068627854,6,2,3,1,3,0,2,0,1,1,2,3,4,1,0,0,0
Architecture,Art Therapist,3.053509081676835,5,2,2,1,7,1,2,2,4,3,1,1,1,0,0,0,0
Music,Nurse,4.188128827118285,7,1,3,1,7,0,4,4,0,3,0,3,0,1,0,0,0
Music,Quantum Physicist,3.0750960636426794,2,0,0,1,0,0,1,3,3,4,4,4,4,0,0,0,0
Architecture,Doctor,3.698303823306269,7,2,2,0,5,1,2,4,3,3,3,0,1,1,0,0,0
Medicine,Chemist,3.450224050675816,3,0,3,1,5,0,4,3,2,4,3,4,0,1,0,0,0
Physics,Physical Chemist,2.5957501940474845,7,2,3,0,0,1,2,3,3,3,3,2,3,0,0,0,0
Biology,Architect,4.555970843252998,4,1,4,1,5,0,2,1,1,3,2,0,3,0,0,0,0
Chemistry,Legal Secretary,3.071059257141456,8,0,0,1,0,0,3,0,0,2,1,0,4,0,0,0,0
Art,Software Developer,3.6314973148945136,9,2,0,1,3,1,1,0,3,1,1,1,2,1,0,0,0
Law,Dentist,4.670683667496967,1,2,4,0,6,0,3,0,2,2,2,4,2,1,0,0,0
Art,Musician,2.507358777511952,6,1,1,0,1,1,0,4,0,3,4,1,0,1,0,0,0
Marketing,Forensic Psychologist,4.245899798438625,5,1,0,1,8,1,4,2,2,0,1,3,1,1,0,0,0
Chemistry,Musician,2.7832636318973787,5,1,2,0,1,1,0,1,2,3,1,1,0,0,0,0,0
Computer Science,Microbiologist,4.810953159326702,3,0,1,0,3,1,1,3,4,1,4,4,3,0,0,0,0
Finance,Mechanical Engineer,4.068991456019191,7,0,1,1,2,0,4,2,2,4,0,3,1,1,0,0,0
Law,Biomedical Engineer,4.300242355280684,0,0,0,1,3,0,4,2,4,0,0,1,4,1,0,0,0
Music,Architect,3.606116078096836,8,2,1,0,0,0,3,1,4,3,4,0,0,0,0,0,0
Art,Legal Secretary,3.431512298607577,9,1,1,1,6,1,4,2,4,2,4,3,0,1,0,0,0
Education,Legal Consultant,3.7822723590450695,4,0,2,0,2,1,3,4,0,3,1,1,2,1,0,0,0
Engineering,Actuary,3.5995234948937256,7,0,3,1,5,0,3,3,1,1,3,4,1,1,0,0,0
Chemistry,Analytical Chemist,3.628901257537531,3,0,0,0,4,0,3,0,2,3,3,3,3,0,0,0,0
Psychology,Biochemist,3.90115631919012,1,0,2,1,5,1,1,0,2,2,3,2,0,1,0,0,0
Chemistry,Financial Advisor,3.555823311900583,2,2,3,0,9,1,3,4,1,0,2,3,0,1,0,0,0
Psychology,Manager,2.841289321019965,8,2,1,1,9,0,3,3,4,2,1,0,0,1,0,0,0
Education,Digital Marketing Specialist,3.9662999579258766,5,1,2,0,6,1,4,0,0,1,1,1,2,1,0,0,0
Medicine,Artist,3.1923461795311203,7,2,1,0,4,1,0,1,4,3,0,4,3,0,0,0,0
Music,Financial Advisor,2.546480112043517,8,2,0,0,2,1,3,0,2,2,0,0,1,1,0,0,0
Psychology,Social Media Manager,4.030077832537677,7,0,1,1,7,1,1,3,3,2,3,1,1,0,0,0,0
Psychology,Architect,3.241634146750521,7,1,1,0,8,0,3,0,3,0,4,4,4,1,0,0,0
Art,Cybersecurity Analyst,4.744084755395605,3,1,0,1,2,1,3,0,3,4,0,3,4,0,0,0,0
Finance,Pharmacist,3.8716229999494063,5,1,4,0,4,1,0,1,2,1,0,2,4,0,0,0,0
Business,Zoologist,4.195789185285063,4,0,4,1,3,1,1,0,2,2,3,2,3,0,0,0,0
Finance,Animator,2.5389501009363795,7,1,2,0,4,0,4,1,4,1,3,3,2,0,0,0,0
Physics,Musician,4.450898166899219,6,0,2,1,7,1,1,0,0,0,4,2,1,0,0,0,0
Engineering,Actuary,4.217977759367508,1,0,2,1,0,1,3,0,1,3,0,2,2,1,0,0,0
Architecture,Architectural Technologist,4.144553970157308,8,0,3,1,9,1,4,4,0,0,4,4,4,1,0,0,0
Music,Doctor,3.568054560254408,2,1,2,0,6,1,1,1,3,2,1,4,0,0,0,0,0
Biology,School Psychologist,4.7996351817968685,0,2,0,0,0,0,2,1,0,2,3,1,2,1,0,0,0
Engineering,Nuclear Physicist,4.471728148764962,7,0,1,1,6,0,1,2,4,1,4,1,4,0,0,0,0
Education,Chemist,3.492545363263288,7,0,1,1,7,0,1,1,0,4,1,2,3,1,0,0,0
Psychology,Game Developer,4.736126451971089,0,0,4,0,1,0,1,4,4,0,4,2,4,0,0,0,0
Law,Biologist,2.6271927770075805,1,2,1,0,8,0,2,4,1,0,0,1,1,1,0,0,0
Architecture,Physicist,4.832251209478814,9,1,0,1,8,1,2,2,4,4,1,3,1,1,0,0,0
Chemistry,Biologist,4.122295513036972,4,2,0,0,3,1,0,0,0,4,1,2,0,0,0,0,0
Business,Quantum Physicist,2.65422731622503,0,0,2,0,1,1,0,0,4,1,3,1,3,0,0,0,0
Psychology,Physical Chemist,3.425241074602093,5,0,4,1,2,0,3,0,4,4,4,0,3,1,0,0,0
Medicine,Marketing Specialist,3.214901765533052,6,0,4,1,5,0,4,3,2,2,4,1,0,1,0,0,0
Marketing,Legal Secretary,4.47732014273592,3,0,0,1,7,0,0,0,4,4,0,0,1,0,0,0,0
Biology,Cybersecurity Analyst,3.702972852443656,4,2,1,1,3,0,0,3,1,3,2,1,1,1,0,0,0
Chemistry,Industrial-Organizational Psychologist,3.954183212004261,3,0,3,0,7,1,4,2,1,0,3,1,2,1,0,0,0
Chemistry,Entrepreneur,2.7228735760969958,9,0,1,1,9,0,4,1,2,1,4,4,3,0,0,0,0
Engineering,Biotechnologist,3.8929621089942392,0,1,1,1,4,0,0,3,3,1,4,0,3,1,0,0,0
Computer Science,Chemical Engineer,2.788265640478313,8,2,3,1,3,0,4,1,1,0,2,3,0,1,0,0,0
Physics,Organic Chemist,3.717235998677584,1,1,4,0,5,0,2,4,4,0,3,1,2,0,0,0,0
Education,Nuclear Physicist,3.542534393773007,1,2,0,0,7,1,1,0,2,2,0,4,1,1,0,0,0
Finance,Graphic Designer,4.767253462230793,5,2,1,1,8,0,1,1,2,3,2,3,2,1,0,0,0
Education,Microbiologist,4.7229070673516,9,1,4,1,5,0,3,0,3,2,3,2,1,1,0,0,0
Chemistry,Animator,3.7307296733579056,3,1,1,1,9,1,0,2,2,2,1,4,3,0,0,0,0
Finance,Art Director,4.376165405422903,0,1,3,1,3,1,0,3,3,0,4,1,4,0,0,0,0
Business,Ecologist,4.838530999404956,6,0,3,1,1,1,0,0,3,0,3,0,3,1,0,0,0
Biology,Financial Analyst,4.278232715935988,4,1,1,1,7,1,4,0,4,2,0,3,1,1,0,0,0
Chemistry,Biochemist,3.2882286650957537,2,0,0,0,3,1,4,0,2,0,1,3,0,0,0,0,0
Business,Paralegal,3.8999938312994953,0,1,0,0,2,0,4,4,2,2,4,0,1,0,0,0,0
Biology,Dentist,4.457036404931892,3,1,1,1,6,1,3,1,2,4,1,3,0,0,0,0,0
Finance,Fluid Mechanics Engineer,3.8165891644138967,4,2,0,1,1,1,4,1,4,0,0,4,4,0,0,0,0
Education,Analytical Chemist,3.6944081086644274,7,2,2,1,8,0,2,1,3,1,3,0,2,0,0,0,0
Music,Special Education Teacher,4.420587854007296,4,0,2,0,6,0,4,0,2,3,2,1,2,0,0,0,0
Psychology,Financial Controller,3.137108710874257,4,1,0,0,1,1,0,3,3,2,1,0,2,1,0,0,0
Finance,Cybersecurity Analyst,2.714315003723299,8,1,4,1,0,0,4,3,3,1,0,1,2,1,0,0,0
Finance,Actuary,4.482010085930534,2,2,1,0,2,0,2,0,1,0,2,4,1,0,0,0,0
Chemistry,Electrical Engineer,4.071136752133779,7,0,4,1,7,1,2,0,1,1,1,1,4,1,0,0,0
Music,Biomedical Engineer,3.3650205137410527,3,0,3,0,9,1,2,2,3,0,2,4,1,0,0,0,0
Biology,Financial Analyst,4.539158383513009,9,2,1,1,7,1,2,1,1,0,1,0,2,1,0,0,0
Business,Special Education Teacher,3.7314220141599153,2,0,4,1,0,0,4,0,2,3,3,4,1,1,0,0,0
Physics,Ecologist,2.9216804046246074,2,2,3,0,8,0,3,3,3,0,3,1,0,0,0,0,0
Law,Legal Analyst,4.422572082820892,0,1,1,0,3,1,3,4,2,3,3,1,0,0,0,0,0
Computer Science,Chemist,2.864955501316356,4,0,0,0,1,0,1,0,3,3,3,4,2,0,0,0,0
Marketing,Doctor,3.781846777881706,5,2,3,1,0,1,0,3,1,3,3,3,4,1,0,0,0
Law,Animator,2.672925024416914,6,2,2,1,4,0,2,0,4,3,3,3,4,1,0,0,0
Physics,Dentist,4.028213564779171,2,2,3,1,3,0,1,4,1,2,3,2,0,1,0,0,0
Computer Science,Software Developer,2.543840971635978,6,1,4,1,9,1,4,4,4,2,3,0,1,0,0,0,0
Law,Cybersecurity Analyst,3.179589717938664,1,2,0,1,1,1,3,2,2,0,1,1,4,0,0,0,0
Engineering,Manager,3.175355834206805,0,2,3,0,4,1,0,0,1,4,1,3,3,1,0,0,0
Chemistry,Urban Planner,3.824978173725141,0,1,2,1,0,0,3,0,2,1,3,0,0,1,0,0,0
Music,Aerospace Engineer,3.887735591517229,7,0,3,0,3,1,1,4,4,3,3,3,1,0,0,0,0
Medicine,Zoologist,3.187258670231467,4,0,1,0,9,0,1,3,0,2,3,1,0,0,0,0,0
Law,Financial Advisor,3.535839451504562,3,0,4,0,9,1,4,3,2,0,4,4,3,0,0,0,0
Finance,Animator,4.794729965164304,9,2,0,0,9,0,3,3,2,2,2,0,4,1,0,0,0
Engineering,Social Media Manager,2.9269102529136384,6,1,3,1,8,1,1,2,1,4,1,4,2,0,0,0,0
Marketing,Legal Analyst,3.74278559860224,8,2,3,0,5,0,0,0,3,1,0,2,1,0,0,0,0
Physics,Biochemist,4.6401290076535,0,1,1,0,6,1,3,0,3,0,0,0,1,0,0,0,0
Marketing,Nurse,4.931053998185909,5,0,1,1,3,1,4,3,1,2,3,3,0,0,0,0,0
Finance,Biochemist,4.552273986793223,6,2,3,1,2,0,2,1,0,4,1,4,1,0,0,0,0
Law,Principal,4.835688834675329,9,2,4,1,9,0,1,4,1,0,2,1,1,1,0,0,0
Psychology,Financial Controller,2.9333531776230317,1,1,4,1,6,1,3,0,2,2,3,4,4,1,0,0,0
Music,Physicist,4.7985739284121305,1,1,0,1,8,1,0,3,0,4,4,1,0,1,0,0,0
Business,Physical Chemist,3.4258143778901005,4,0,0,1,5,1,3,4,1,0,0,2,1,1,0,0,0
Art,Surgeon,3.3776024187118,6,2,2,1,4,0,2,3,0,3,0,1,4,1,0,0,0
Business,Investment Banker,2.8299793007675427,5,1,3,1,8,1,3,1,1,2,3,4,0,0,0,0,0
Computer Science,Pharmacist,4.352878036803177,3,2,4,0,6,1,2,1,1,1,3,2,0,1,0,0,0
Law,Data Scientist,3.5457882865646573,8,2,1,1,3,1,1,4,4,4,0,2,3,1,0,0,0
Medicine,Quantum Physicist,3.879054764083504,9,2,2,0,1,1,1,4,1,2,2,2,3,1,0,0,0
Education,School Counselor,4.315565572229399,2,1,3,1,0,1,2,1,3,0,4,2,0,1,0,0,0
Business,Principal,2.957397379219757,7,2,0,0,2,0,1,1,1,4,2,2,1,0,0,0,0
Computer Science,Marketing Specialist,4.167484702306281,4,1,1,0,1,1,4,1,4,2,3,3,0,1,0,0,0
Computer Science,Art Therapist,3.7509467701622503,2,2,3,0,3,0,4,1,4,4,4,0,4,1,0,0,0
Computer Science,Curriculum Developer,2.847604831507856,3,2,1,1,9,1,4,2,3,4,2,1,4,1,0,0,0
Biology,Financial Advisor,2.758919374505844,8,0,1,1,2,0,1,0,3,3,1,2,4,1,0,0,0
Computer Science,Legal Secretary,2.902724209501733,5,1,3,1,3,0,3,1,1,3,1,1,1,0,0,0,0
Biology,Curriculum Developer,3.39789359190636,5,0,2,0,3,1,1,3,2,1,4,3,3,1,0,0,0
